#{"t_start": 1655148317.474799, "env_id": "IK-WO-Gazebo-v0"}
r,l,t
-10.100177,11,9.324528
-0.93556,4,11.645183
-1.155713,20,20.582303
-0.890766,4,22.912289
-1.323914,29,35.611763
-0.937786,7,39.118222
-1.405241,30,52.191861
-1.017833,5,54.898176
-1.541931,28,67.125241
-1.870537,31,80.518765
-10.804947,36,95.996761
-1.436658,14,102.467945
-1.318329,25,113.431002
-1.317393,100,155.188209
-1.658836,55,178.752884
-1.263108,16,185.962885
-1.639398,4,188.260581
-1.269116,8,192.172928
-1.136742,5,194.972048
-1.283789,17,202.619243
-1.878309,10,207.372374
