#{"t_start": 1655137561.4387121, "env_id": "IK-WO-Gazebo-v0"}
r,l,t
-0.969987,100,13.258683
-0.915018,100,34.223113
-0.847622,100,59.756111
-0.798432,100,147.944518
-0.829408,100,158.157881
-0.978243,100,164.157079
-0.855471,100,185.355213
-0.839997,100,212.567556
-1.283385,100,220.141626
-1.359189,100,223.980339
-0.880412,100,246.498057
0.165584,26,247.902062
-0.836154,100,255.319548
-1.018634,100,301.136446
-1.058109,100,398.030251
0.004062,27,399.412671
-0.959541,100,608.87962
-0.864509,100,629.097816
-0.907989,100,692.556497
-0.772505,100,738.580826
-0.969057,100,743.300069
-1.302803,100,747.788589
-0.820832,100,758.835241
-1.005946,100,766.274265
-1.16817,100,806.753378
-1.276133,100,830.330781
-1.111043,100,914.497813
-1.170262,100,923.846724
-0.864753,100,943.441478
-1.223087,100,950.239552
-1.560496,100,959.191041
-0.884137,100,970.76059
-0.871185,100,989.090758
-0.099707,54,991.91468
-1.168649,100,1002.340827
-1.107458,100,1027.940624
-1.248257,100,1034.60761
-0.948276,100,1042.967806
-1.010339,100,1050.140199
-0.872021,100,1056.975641
-0.892946,100,1062.296263
-0.982865,100,1067.820758
-1.102122,100,1073.457616
-0.783548,100,1113.058756
-0.751559,100,1124.828644
-1.195242,100,1129.56803
-1.259129,100,1135.222203
-0.995382,100,1150.132359
-0.858046,100,1224.285309
-0.80239,100,1311.367291
-1.064687,100,1317.037756
-0.761715,100,1324.23785
-1.050611,100,1330.657119
-1.400433,100,1339.3567
-0.732833,100,1345.907307
-1.138897,100,1351.969694
0.054025,25,1352.995297
-1.061137,100,1360.841698
-1.031483,100,1369.584329
-0.828817,100,1396.083729
-0.973902,100,1492.061167
-1.037372,100,1579.644775
-0.936945,100,1585.938366
