#{"t_start": 1656170056.718259, "env_id": "IK-WO-Gazebo-v2"}
r,l,t
-1.763258,28,4.993142
-1.581623,12,6.049081
-1.060572,3,6.31117
-1.606996,7,6.938625
-2.532469,75,13.183677
-1.583442,19,14.639096
-1.550601,16,15.893613
-1.051443,3,16.19738
-1.832867,50,20.097836
-1.670801,38,23.201179
-1.0691,4,23.522125
-1.214485,9,24.254309
-1.125722,20,25.814112
-1.533005,7,26.378565
-1.22601,9,27.054278
-2.603645,59,31.826736
-1.193655,5,32.257176
-1.48102,11,33.122709
-1.353224,27,35.350415
-1.937047,24,37.236748
-1.932002,26,39.344879
-1.162471,6,39.869426
-1.329375,7,40.424416
-2.189551,23,42.126882
-1.15079,5,42.541223
-2.227055,45,45.930811
-1.664151,18,47.345715
-1.33025,13,48.390749
-1.349966,18,49.788281
1.128192,2,49.970578
-1.113445,2,50.182285
-1.324905,4,50.571095
-1.546265,18,51.975961
-2.61595,72,57.493179
-0.956563,4,57.815353
-0.914615,2,58.017993
-1.697301,26,60.092048
-1.425936,15,61.305724
-1.610253,16,62.617888
-2.08072,37,65.526115
-1.059706,7,66.134469
-1.733834,17,67.515792
-1.618508,21,69.133245
-1.423691,15,70.332307
-1.321936,17,71.6899
-0.980389,2,71.907003
-1.046448,6,72.394836
-2.3031,57,76.816577
-1.156368,5,77.259482
-1.004586,6,77.72714
-1.990531,24,79.600801
-2.310537,45,83.005423
-2.035205,50,86.78056
-1.931679,46,90.314869
-1.09377,8,90.957631
-3.031668,100,98.636008
-2.747112,82,104.975334
-3.616909,87,111.694348
-2.933638,100,119.301284
-3.120037,78,125.23502
-1.809462,30,127.659593
-2.939048,100,135.383808
-2.844471,100,142.962707
-2.670746,100,150.552984
-2.611805,100,158.328959
-2.885947,100,165.719452
-2.373964,100,173.402434
-2.505634,54,177.498811
-3.128677,100,184.847287
-2.71573,100,192.351308
-2.720798,47,196.042085
-2.61984,100,203.897249
-3.25756,100,211.403525
-2.820085,100,218.794137
-2.630485,100,226.491555
-3.116907,84,232.996338
-2.619034,100,240.68348
-2.801323,100,248.246739
-3.072798,100,255.847431
-2.70927,100,263.812372
-1.760366,41,267.017925
-3.252471,100,274.638694
-2.8994,100,282.682783
-2.878965,100,290.183365
-2.715003,100,297.67538
-2.31787,100,305.066692
-1.915327,36,307.819381
-2.969001,100,315.383707
-3.03038,100,322.855917
-2.060232,42,326.013892
-2.593887,100,333.480447
-2.933423,100,341.073027
-2.791777,100,348.479468
-2.965092,100,356.056735
-2.810258,100,363.603062
-2.583777,100,370.989718
-2.710412,100,378.341467
-3.067315,100,385.979649
-2.580048,100,393.536422
-2.806386,100,400.998495
-2.737989,100,409.064916
-2.978559,100,416.486919
-3.054963,95,423.611319
-2.712997,100,431.110939
-2.523135,100,438.69316
-2.645563,100,446.263501
-2.926821,100,453.74734
-2.837637,100,461.504643
-2.70306,100,469.175725
-2.539494,39,472.037767
-2.964164,100,479.841459
-1.970845,39,482.932153
-3.013697,100,490.534647
-3.003795,100,498.155655
-2.139115,59,502.781361
-2.654002,100,510.104491
-2.66871,69,515.524073
-2.924728,100,523.421504
-2.212832,100,530.921343
-2.457487,100,538.370266
-2.291261,100,545.632706
-2.751493,49,549.497087
-2.504786,100,556.86875
-2.665587,100,564.199489
-2.275657,100,571.6204
-2.699802,100,579.094128
-2.715344,100,586.206884
-3.403543,100,594.060506
-2.508292,100,601.389263
-2.907944,100,608.566225
-2.696914,79,614.691507
-1.856263,16,616.077157
-2.603281,100,623.362497
-3.117152,100,630.849866
-1.650373,35,633.446305
-2.619192,92,640.250091
-2.594647,100,647.484405
-2.370429,29,649.713655
-2.819649,100,657.214134
-2.221127,69,662.099242
-2.414016,100,669.493701
-1.488078,19,670.895592
-2.45018,100,678.003325
-2.213407,50,681.552158
