#{"t_start": 1655784245.645722, "env_id": "IK-Gazebo-v0"}
r,l,t
1.88633,1,2.705923
2.594906,1,2.756343
1.71545,1,2.848494
2.796094,1,2.875006
4.100424,1,2.93687
3.853561,1,3.029472
3.81861,1,3.055521
4.82167,1,3.078779
3.049496,1,3.10246
4.523578,1,3.129135
2.729278,1,3.1872
2.549296,1,3.290228
2.517538,1,3.338844
2.17302,1,3.397199
2.441404,1,3.426415
2.192572,1,3.483798
2.088102,1,3.531181
2.45401,1,3.60312
4.240519,1,3.63879
3.037353,1,3.676454
2.595018,1,3.759248
2.836458,1,3.782795
2.755217,1,3.830795
2.068404,1,3.878476
2.968723,1,3.907719
3.872604,1,3.966347
5.378585,1,3.989377
2.0809,1,4.035954
2.735678,1,4.058633
1.663389,1,4.096128
2.292004,1,4.175989
3.17233,1,4.202265
2.102257,1,4.271036
3.621829,1,4.30581
2.924361,1,4.330001
6.813212,1,4.350656
3.034597,1,4.383488
1.910096,1,4.406523
2.250855,1,4.442214
3.584195,1,4.464767
3.822669,1,4.521114
4.15767,1,4.542594
3.583765,1,4.567877
1.838318,1,4.630084
3.47951,1,4.713128
2.354636,1,4.763337
1.676601,1,4.791791
2.358636,1,4.830146
3.681602,1,4.855976
2.443866,1,4.882071
4.859011,1,4.93957
3.255854,1,4.96433
3.761156,1,4.991
2.240606,1,5.031006
5.131968,1,5.057228
2.238715,1,5.083787
2.533292,1,5.141874
3.231662,1,5.164489
1.961487,1,5.18885
2.036893,1,5.238087
3.556919,1,5.261973
2.619582,1,5.310165
1.928684,1,5.336261
2.70568,1,5.408743
1.898864,1,5.439254
3.241818,1,5.469438
2.726729,1,5.498347
3.308442,1,5.548978
14.560953,1,5.574939
3.788375,1,5.60429
2.58177,1,5.663565
1.627472,1,5.722079
3.79412,1,5.769223
1.878379,1,5.793847
2.950446,1,5.819753
1.623236,1,5.857114
3.099158,1,5.880532
2.261476,1,5.905225
2.400323,1,5.953304
2.276699,1,6.011064
4.922611,1,6.036848
2.865947,1,6.061321
2.105595,1,6.098357
2.386712,1,6.145388
2.712058,1,6.168987
2.761251,1,6.216175
3.997945,1,6.239913
4.557118,1,6.266392
2.750433,1,6.313695
2.764809,1,6.352764
2.609889,1,6.42146
2.773393,1,6.481879
2.110646,1,6.528628
1.784043,1,6.554809
1.97015,1,6.671572
4.09321,1,6.694834
4.097151,1,6.719575
3.388684,1,6.763147
3.082815,1,6.793809
2.498813,1,6.863022
1.931844,1,6.883464
3.142257,1,6.905849
3.057535,1,6.931128
2.580328,1,6.999358
7.55325,1,7.023675
2.473169,1,7.051473
4.169035,1,7.121725
6.75537,1,7.152553
9.49151,1,7.182341
3.075784,1,7.252839
2.322385,1,7.309982
2.677474,1,7.358086
1.89906,1,7.381177
2.660376,1,7.402495
3.410589,1,7.428086
3.459873,1,7.464837
2.189889,1,7.488039
4.472508,1,7.514254
3.344006,1,7.540814
1.877157,1,7.588376
2.782382,1,7.615091
3.095116,1,7.674556
3.158757,1,7.700898
2.467737,1,7.727175
2.130742,1,7.753598
2.581591,1,7.793123
2.583291,1,7.821594
4.113165,1,7.848002
2.439043,1,7.880657
4.599939,1,7.943659
2.328615,1,7.981336
2.316249,1,8.063907
4.544817,1,8.087086
4.393298,1,8.111234
2.897278,1,8.137565
3.091712,1,8.184283
9.005296,1,8.231779
2.938645,1,8.268837
6.538294,1,8.308102
4.614152,1,8.341637
2.657021,1,8.370639
5.462369,1,8.406188
4.840706,1,8.430557
2.869526,1,8.453157
2.180049,1,8.545974
2.443124,1,8.603343
4.772276,1,8.629227
1.972703,1,8.69792
1.837898,1,8.755188
1.779496,1,8.858971
5.103579,1,8.921781
2.389305,1,8.960885
3.483305,1,8.993746
2.92886,1,9.021103
2.828018,1,9.047017
2.615055,1,9.105422
4.540832,1,9.153272
4.767436,1,9.179893
2.020208,1,9.205161
3.068056,1,9.263937
3.79205,1,9.320902
8.022201,1,9.396689
5.380914,1,9.420987
5.17234,1,9.441849
2.662726,1,9.51661
2.223231,1,9.586494
2.707486,1,9.665209
3.876847,1,9.69869
2.536079,1,9.757406
3.984908,1,9.779917
4.572183,1,9.837787
3.764525,1,9.927133
9.552904,1,9.952439
2.986339,1,10.01047
3.129725,1,10.035703
3.65375,1,10.062549
4.740131,1,10.095664
4.070267,1,10.154047
1.942001,1,10.177409
4.71736,1,10.225898
2.882261,1,10.273798
3.663036,1,10.320314
6.576271,1,10.342221
2.529276,1,10.389575
3.199589,1,10.412688
3.023283,1,10.450932
2.211881,1,10.507169
2.662586,1,10.54254
3.174239,1,10.590318
2.770777,1,10.614113
3.136103,1,10.662966
1.901695,1,10.691476
2.656769,1,10.721304
2.543355,1,10.749816
1.978917,1,10.799004
2.629058,1,10.867962
3.34069,1,10.898778
3.258672,1,10.926862
2.144691,1,10.958449
3.105659,1,10.986891
3.713098,1,11.045871
2.518569,1,11.068514
2.464937,1,11.12601
2.444727,1,11.172469
3.362717,1,11.197104
3.205338,1,11.244642
2.977844,1,11.26646
1.624246,1,11.314322
4.446928,1,11.3835
4.589021,1,11.405925
1.88874,1,11.467229
9.198259,1,11.509003
3.718324,1,11.556937
1.492601,1,11.627781
2.367458,1,11.707132
2.607291,1,11.791467
2.198216,1,11.831351
1.930268,1,11.861996
3.307303,1,11.908452
1.9813,1,11.966441
1.762856,1,12.00527
2.270696,1,12.079031
3.826294,1,12.193214
3.68122,1,12.217975
3.208387,1,12.243655
2.780514,1,12.310916
1.571793,1,12.393343
2.340331,1,12.504922
3.206919,1,12.561307
2.643558,1,12.605352
2.03622,1,12.708295
3.203414,1,12.737638
2.885891,1,12.769308
2.177645,1,12.830156
1.918857,1,12.913121
3.253477,1,12.954815
3.989978,1,12.995383
4.900031,1,13.066056
2.511442,1,13.089596
3.8814,1,13.126876
4.181233,1,13.160537
1.68704,1,13.210135
1.457052,1,13.278649
2.636412,1,13.308307
1.96713,1,13.386575
2.543781,1,13.444987
2.326981,1,13.48142
5.873992,1,13.51072
2.153835,1,13.5489
7.269425,1,13.586792
3.537016,1,13.611586
1.866499,1,13.64748
2.946463,1,13.705243
1.911435,1,13.751833
2.310412,1,13.784964
2.013501,1,13.84239
2.710572,1,13.964524
2.879927,1,13.999496
2.420911,1,14.056073
1.687759,1,14.102236
2.336403,1,14.159755
2.642755,1,14.237582
