#{"t_start": 1655962139.3648973, "env_id": "IK-Gazebo-v0"}
r,l,t
9.069449,1,4.253476
8.63475,1,4.297938
7.65166,1,4.342458
8.794017,1,4.377642
5.976947,1,4.424416
7.393269,1,4.480646
4.761325,1,4.522209
4.422098,1,4.556808
8.958744,1,4.595523
17.446332,1,4.633442
5.916683,1,4.673966
7.315098,1,4.711509
11.173761,1,4.752381
6.015873,1,4.790297
10.070173,1,4.840305
9.079429,1,4.877356
6.571414,1,4.916689
8.913708,1,4.953062
6.640105,1,4.991641
5.057082,1,5.02873
8.878763,1,5.071433
8.014657,1,5.109278
6.727705,1,5.148792
18.39994,1,5.185785
8.76673,1,5.227045
7.73052,1,5.2638
10.536223,1,5.310907
9.782793,1,5.352249
10.493897,1,5.399079
10.865571,1,5.453518
12.788514,1,5.516775
5.374735,1,5.582462
10.302944,1,5.635367
7.690638,1,5.679681
13.85969,1,5.733687
10.834966,1,5.789185
16.752881,1,5.839094
6.650857,1,5.890907
6.086495,1,5.930822
15.20291,1,5.991572
8.251911,1,6.036457
6.703716,1,6.074291
15.287378,1,6.116169
5.609744,1,6.15263
9.039222,1,6.26225
13.237445,1,6.366009
11.050492,1,6.411073
11.792617,1,6.451008
10.947989,1,6.493549
8.270775,1,6.531024
13.047578,1,6.571274
7.170873,1,6.625079
5.092352,1,6.669888
9.742913,1,6.713547
12.086485,1,6.790406
13.109236,1,6.846023
9.075539,1,6.927961
7.90167,1,7.000295
16.219823,1,7.079562
9.012595,1,7.146385
10.40343,1,7.227232
10.184899,1,7.272524
12.422221,1,7.316479
7.741484,1,7.357187
27.168968,1,7.40021
17.486343,1,7.443164
19.873748,1,7.484366
20.969018,1,7.525896
18.814695,1,7.569532
9.797611,1,7.60746
8.967273,1,7.655658
8.962401,1,7.698477
21.901061,1,7.745857
10.291493,1,7.782066
5.307014,1,7.83669
12.859295,1,7.88651
12.161696,1,7.937424
10.846694,1,7.975254
16.263752,1,8.018759
4.581219,1,8.067864
12.290186,1,8.11516
12.009731,1,8.156106
6.604789,1,8.199935
10.130928,1,8.242538
7.029169,1,8.285799
11.718981,1,8.381303
8.410148,1,8.442308
6.559411,1,8.485976
10.965513,1,8.541354
5.455355,1,8.585816
7.376386,1,8.638239
7.77884,1,8.677093
21.50719,1,8.721024
9.644907,1,8.766518
6.93206,1,8.869968
9.618661,1,8.913048
9.916393,1,8.954186
7.455674,1,8.990583
12.564844,1,9.032618
5.835561,1,9.072651
11.441789,1,9.118016
10.301765,1,9.157764
13.478251,1,9.206179
8.885866,1,9.246685
16.429467,1,9.292214
9.321834,1,9.331445
5.575575,1,9.371145
17.238389,1,9.409759
13.005931,1,9.456203
17.539927,1,9.495685
19.452617,1,9.54214
21.430197,1,9.582741
10.906394,1,9.631233
10.706159,1,9.672737
17.825187,1,9.717962
11.815053,1,9.759118
15.173426,1,9.821484
9.641498,1,9.864579
6.08381,1,9.92217
7.999198,1,9.960433
10.899805,1,10.006795
8.033429,1,10.047801
8.270855,1,10.093131
10.152277,1,10.145368
6.085949,1,10.211693
7.312162,1,10.263552
14.852933,1,10.315545
14.522763,1,10.358637
6.622847,1,10.420847
12.985085,1,10.465733
5.911299,1,10.536368
8.815406,1,10.581575
14.174998,1,10.634333
22.605855,1,10.689279
4.310959,1,10.73689
4.161246,1,10.80169
9.138604,1,10.860513
5.99865,1,10.903409
11.706895,1,10.950003
12.576693,1,10.993213
5.86664,1,11.056445
11.386038,1,11.152031
6.344781,1,11.232351
4.728236,1,11.333167
6.169472,1,11.403315
8.299148,1,11.523736
16.401506,1,11.588728
7.284842,1,11.639182
6.622567,1,11.687464
10.700156,1,11.736963
10.006928,1,11.787
10.817604,1,11.836459
8.080459,1,11.896437
7.945487,1,11.952227
10.59909,1,12.006211
9.377005,1,12.050663
10.109685,1,12.123588
6.093034,1,12.170524
10.438493,1,12.221925
23.311803,1,12.261603
7.261694,1,12.326187
8.178302,1,12.376527
4.769129,1,12.426018
9.623594,1,12.469952
5.93249,1,12.522607
8.919221,1,12.571789
5.865525,1,12.620533
6.623794,1,12.667599
13.375003,1,12.715872
16.095327,1,12.758829
10.361582,1,12.809743
8.249599,1,12.855047
6.751621,1,12.909661
7.307674,1,12.974596
8.9245,1,13.025558
8.730797,1,13.065681
5.934752,1,13.126768
9.524461,1,13.180644
20.952751,1,13.230515
9.305189,1,13.277524
8.441864,1,13.326963
25.70256,1,13.381053
17.3139,1,13.439599
7.771457,1,13.483502
18.423701,1,13.535713
18.72961,1,13.58378
6.747084,1,13.631188
5.03087,1,13.676669
5.725393,1,13.727309
14.08647,1,13.773196
18.363108,1,13.830665
5.847787,1,13.892119
8.022042,1,13.94486
10.802868,1,13.989651
16.517684,1,14.057269
7.767594,1,14.114197
12.615431,1,14.181491
10.786876,1,14.227356
6.839773,1,14.275343
6.698637,1,14.325083
7.504888,1,14.394874
16.826765,1,14.440267
8.720494,1,14.488475
11.125269,1,14.54631
17.453955,1,14.616973
16.295793,1,14.665622
8.882546,1,14.717445
10.534194,1,14.763656
17.348252,1,14.815135
8.317059,1,14.861875
6.449254,1,14.923107
6.097912,1,14.96814
6.172874,1,15.030654
8.189167,1,15.076706
8.33781,1,15.141087
5.000351,1,15.186234
9.487601,1,15.243113
5.197362,1,15.2924
16.335159,1,15.347535
5.221482,1,15.396328
6.074296,1,15.451002
9.213148,1,15.518957
4.542388,1,15.582549
6.850105,1,15.633384
6.576082,1,15.686409
5.232424,1,15.752493
7.237031,1,15.798941
6.867584,1,15.847361
14.26191,1,15.900043
18.755369,1,15.947956
24.755155,1,16.009685
6.4601,1,16.057986
14.368089,1,16.105239
6.533464,1,16.15222
9.296744,1,16.200826
5.606529,1,16.246044
15.322529,1,16.30303
13.007491,1,16.351446
24.251221,1,16.407373
7.059875,1,16.452247
12.56647,1,16.500762
12.740283,1,16.554099
11.649336,1,16.624955
5.064731,1,16.668724
6.581716,1,16.716429
6.735968,1,16.757262
21.763546,1,16.822155
6.719029,1,16.870949
5.814505,1,16.936005
11.736858,1,16.981707
9.224117,1,17.033248
6.494474,1,17.077484
4.465457,1,17.125851
6.699226,1,17.176839
7.673287,1,17.235715
21.530753,1,17.283075
9.177742,1,17.394043
9.038931,1,17.466752
7.907185,1,17.544226
16.098776,1,17.613041
18.444322,1,17.665806
6.499687,1,17.710962
11.33127,1,17.774584
7.025433,1,17.83026
12.728365,1,17.899061
16.219006,1,17.945499
5.33669,1,18.035901
8.225806,1,18.091003
5.133958,1,18.143704
11.448564,1,18.188559
5.535538,1,18.24263
11.124396,1,18.286162
7.560476,1,18.336992
9.408006,1,18.382078
14.385784,1,18.43445
8.784591,1,18.482078
10.927073,1,18.536222
11.103779,1,18.58151
5.486658,1,18.646989
10.25693,1,18.706136
13.026286,1,18.75605
9.602116,1,18.801676
6.976705,1,18.853269
8.749307,1,18.914556
17.794704,1,18.972319
7.178851,1,19.019303
16.096721,1,19.071253
5.931675,1,19.12874
6.633858,1,19.177581
16.623622,1,19.224228
4.823487,1,19.274447
11.688736,1,19.321104
17.23064,1,19.373106
12.338661,1,19.439489
8.317717,1,19.49294
7.160434,1,19.562032
5.523765,1,19.618631
6.596393,1,19.676463
14.982627,1,19.727908
9.392275,1,19.788474
24.987162,1,19.843428
7.534095,1,19.889283
21.035514,1,19.944798
11.22158,1,19.992993
12.083698,1,20.064684
11.605174,1,20.115184
8.623121,1,20.16587
12.092449,1,20.212822
8.870002,1,20.261524
8.610671,1,20.310844
4.849345,1,20.360899
22.698805,1,20.406173
5.95333,1,20.45828
12.455545,1,20.502168
7.422316,1,20.553184
12.719238,1,20.619014
8.683182,1,20.669454
7.155254,1,20.723406
10.929526,1,20.782238
7.28642,1,20.829864
7.392897,1,20.879993
10.228625,1,20.928271
10.384282,1,20.976001
8.781628,1,21.021065
13.297979,1,21.071937
7.353673,1,21.116998
21.422268,1,21.16643
13.815164,1,21.212102
11.114632,1,21.266095
23.304751,1,21.317468
7.332029,1,21.363674
14.493352,1,21.412888
13.635262,1,21.462068
24.068347,1,21.512872
11.226687,1,21.565826
7.482555,1,21.611855
12.173758,1,21.662135
18.4541,1,21.708354
8.685401,1,21.757675
