#{"t_start": 1655816962.0788386, "env_id": "IK-Gazebo-v0"}
r,l,t
3.23283,1,2.725304
2.949952,1,2.777562
2.440139,1,2.832705
2.047906,1,2.892954
2.278027,1,2.975856
2.310207,1,3.028136
2.138869,1,3.081656
1.964821,1,3.128438
1.675029,1,3.178923
3.921186,1,3.246087
2.172359,1,3.299616
2.270233,1,3.345521
1.579463,1,3.390895
1.973815,1,3.437638
2.413394,1,3.513947
2.780245,1,3.561879
2.381841,1,3.642578
2.223221,1,3.687059
2.320139,1,3.741073
1.711988,1,3.786484
2.503527,1,3.831979
2.295634,1,3.901263
2.049475,1,3.946856
1.81118,1,4.00227
3.717828,1,4.057553
3.819256,1,4.112739
3.321068,1,4.177376
2.226426,1,4.236199
2.043437,1,4.287944
3.643983,1,4.364838
1.829787,1,4.409795
2.298808,1,4.465883
1.889802,1,4.515544
2.105461,1,4.595772
3.273989,1,4.650459
3.3243,1,4.693978
3.804322,1,4.751602
2.483798,1,4.79927
2.711979,1,4.870939
3.525829,1,4.940845
2.121351,1,4.991512
1.986554,1,5.044855
2.841396,1,5.090781
2.055205,1,5.156518
2.393412,1,5.210036
1.820804,1,5.257532
2.758706,1,5.30465
2.18478,1,5.361626
2.106854,1,5.439086
2.206161,1,5.52928
2.917976,1,5.579005
2.943776,1,5.666654
1.769444,1,5.72672
2.46927,1,5.777481
2.557343,1,5.860702
2.739966,1,5.976112
3.261612,1,6.0265
2.004144,1,6.094401
3.528862,1,6.181255
2.617559,1,6.23856
1.872916,1,6.285036
2.052142,1,6.339569
4.801295,1,6.395952
2.001425,1,6.471276
2.79194,1,6.524028
3.126303,1,6.573895
2.403875,1,6.624774
3.551372,1,6.675206
2.572848,1,6.726976
3.120082,1,6.781541
1.878085,1,6.83308
2.782337,1,6.89959
2.249856,1,6.96517
2.764911,1,7.042875
2.163899,1,7.098681
1.978974,1,7.150855
3.345731,1,7.203617
2.299395,1,7.253301
3.909537,1,7.304028
2.001518,1,7.354629
2.023119,1,7.402722
3.622095,1,7.473804
2.085154,1,7.522593
2.178176,1,7.573233
2.673815,1,7.639628
4.312266,1,7.686544
2.237331,1,7.737697
2.232272,1,7.806176
2.878288,1,7.91237
1.746058,1,7.963294
2.369716,1,8.00834
2.096228,1,8.06915
3.287,1,8.130393
2.778801,1,8.198557
2.35689,1,8.255182
2.033019,1,8.296435
2.265669,1,8.367668
2.634536,1,8.447424
2.709725,1,8.505337
2.670434,1,8.564771
2.522274,1,8.622436
2.402798,1,8.669549
2.865889,1,8.729508
3.264311,1,8.792394
3.74283,1,8.881839
2.390736,1,8.93174
1.520379,1,8.980843
6.235813,1,9.068236
3.753487,1,9.155463
3.328108,1,9.199004
4.839223,1,9.348286
2.908039,1,9.402654
3.589186,1,9.464919
3.167829,1,9.511444
5.898803,1,9.560432
1.523988,1,9.611026
4.28638,1,9.668167
2.713863,1,9.727669
1.568128,1,9.782563
3.10542,1,9.870597
2.371088,1,9.942428
2.797264,1,10.013805
2.743281,1,10.079556
2.235004,1,10.175835
3.311603,1,10.276231
1.800684,1,10.330682
1.908236,1,10.382638
5.291013,1,10.473806
2.788695,1,10.529529
3.936331,1,10.572937
2.462538,1,10.61877
3.115135,1,10.674954
2.685299,1,10.780664
2.984427,1,10.826765
1.84935,1,10.873634
1.455128,1,10.924724
2.12683,1,10.992946
2.007218,1,11.045071
2.822249,1,11.09247
2.374173,1,11.143515
1.872967,1,11.193007
2.479711,1,11.246528
2.590454,1,11.343943
2.558874,1,11.449075
2.462567,1,11.510698
2.651424,1,11.568689
2.638612,1,11.646035
2.268046,1,11.701564
3.280354,1,11.753839
2.301629,1,11.819368
2.125455,1,11.876309
2.077069,1,11.927582
2.056154,1,11.978663
2.604951,1,12.032262
2.675831,1,12.108081
2.251644,1,12.164116
1.829168,1,12.214384
3.016589,1,12.268529
2.956431,1,12.326165
4.379528,1,12.407478
1.975954,1,12.457036
2.5079,1,12.514846
1.823199,1,12.614952
3.723971,1,12.666748
2.119141,1,12.718258
2.397769,1,12.771518
2.188292,1,12.820382
2.173643,1,12.869727
3.122065,1,12.931173
1.862318,1,12.98759
1.863519,1,13.041997
3.039165,1,13.08788
2.381943,1,13.175798
2.684279,1,13.226935
3.435699,1,13.272641
3.149792,1,13.325743
2.147851,1,13.398171
3.7394,1,13.473141
3.63233,1,13.549201
2.73334,1,13.60757
2.644144,1,13.656695
2.838369,1,13.719092
4.594995,1,13.818165
1.93934,1,13.876231
3.425074,1,13.933997
3.383828,1,14.011037
2.946751,1,14.057227
2.574241,1,14.102284
2.919812,1,14.158288
2.856824,1,14.208499
4.461972,1,14.257497
2.152856,1,14.327018
2.811833,1,14.38404
3.70361,1,14.438019
3.645978,1,14.48296
2.253642,1,14.558269
2.40283,1,14.628018
2.175639,1,14.683117
2.460386,1,14.740211
2.54523,1,14.789062
2.111778,1,14.84481
3.460347,1,14.920616
2.197606,1,14.967596
2.591731,1,15.043635
3.4673,1,15.108964
5.110702,1,15.157017
1.956765,1,15.21443
2.129101,1,15.259832
6.495022,1,15.306786
3.844964,1,15.354972
3.135786,1,15.404775
2.373797,1,15.460695
2.921915,1,15.538568
2.499461,1,15.588705
2.569735,1,15.653809
1.986811,1,15.724941
2.183501,1,15.774512
2.123625,1,15.827826
2.576722,1,15.895451
1.918641,1,15.946329
2.060968,1,15.994805
2.978639,1,16.040377
2.239699,1,16.087332
3.355967,1,16.139702
2.060657,1,16.198996
1.976807,1,16.268204
2.279854,1,16.3332
2.568049,1,16.383901
3.811617,1,16.450058
3.145698,1,16.534129
3.943562,1,16.601631
2.868003,1,16.667274
3.71182,1,16.721214
2.106179,1,16.787656
2.294526,1,16.834819
2.384186,1,16.882344
3.866319,1,16.949398
2.606213,1,17.014484
4.628115,1,17.062646
2.856566,1,17.131475
6.147071,1,17.182633
