#{"t_start": 1656357114.0008216, "env_id": "IK-WMO-Gazebo-v0"}
r,l,t
1.322536,3,6.528152
1.391987,4,8.84816
1.388182,4,11.023493
-0.841293,12,16.741127
-1.758167,3,18.52624
-0.689098,6,21.706502
1.37575,5,24.360151
1.362229,6,27.45464
1.379039,4,29.733479
1.28883,7,33.516544
1.186107,11,39.198709
1.357523,4,41.618485
1.326765,4,44.086051
1.308819,5,46.992957
-0.946115,2,48.479351
1.297101,9,53.14837
-0.838442,2,54.590675
1.306745,6,57.733447
1.30246,5,60.455043
-0.941203,8,64.489709
-0.988398,15,71.696955
-0.927297,6,74.832896
-0.861709,11,80.551873
1.314098,4,82.887117
1.348647,6,86.041706
1.338844,5,88.902069
