#{"t_start": 1656155629.3117476, "env_id": "IK-WO-Gazebo-v0"}
r,l,t
1.209239,4,4.473465
1.308881,3,4.847166
1.327411,4,5.320187
1.264118,12,6.567161
-0.645259,3,6.975992
1.252132,9,7.873273
1.309493,5,8.376811
-0.769383,8,9.140027
-0.901095,6,9.813854
1.191958,9,10.791426
1.289887,7,11.446846
1.32438,4,11.868906
1.287105,10,12.839734
1.242107,4,13.258053
-0.744929,3,13.632909
1.31456,4,14.086723
1.293086,5,14.611992
1.249106,3,14.962334
1.28439,5,15.496269
-0.73133,9,16.404094
1.260747,4,16.838768
0.325905,5,17.381206
1.323154,4,17.820241
1.194191,10,18.774996
1.204246,6,19.436869
1.228099,5,20.049686
1.146085,10,21.083877
1.252177,4,21.567303
0.296342,9,22.611941
1.135764,8,23.556071
-0.703079,6,24.291904
1.307416,4,24.778868
1.326077,6,25.464039
1.327141,7,26.245754
1.13101,12,27.503568
1.259515,3,27.9419
1.175229,8,28.812258
1.313002,4,29.277296
-0.879371,8,30.175424
0.234914,7,30.942712
1.33048,6,31.583986
1.278532,7,32.358055
1.25244,8,33.224689
-0.707178,5,33.806887
1.302883,6,34.509202
1.338644,6,35.170529
1.228552,5,35.759656
0.373046,7,36.576367
1.267872,10,37.618039
1.321251,7,38.374884
1.311459,5,38.920115
-0.883132,6,39.660825
-0.722887,8,40.650798
1.257842,3,41.049672
0.297443,6,41.828745
1.265686,7,42.708666
1.315562,3,43.117486
1.382615,5,43.745422
-0.804436,7,44.583508
1.325031,4,45.075417
0.344833,4,45.556597
1.346541,3,45.913983
1.227257,5,46.517367
-0.733515,9,47.513496
1.252865,5,48.082813
1.089941,12,49.356955
1.262902,6,50.030421
1.273397,6,50.723802
1.242839,7,51.489693
1.213812,7,52.246557
0.291036,6,52.933962
1.171465,9,53.911615
1.219787,8,54.794858
1.238786,7,55.573361
1.311504,8,56.422708
1.303153,8,57.316182
1.292564,4,57.790147
1.290733,4,58.283967
1.23028,7,59.162534
-0.697821,6,59.878259
1.33417,6,60.540655
1.230893,5,61.134598
1.241939,5,61.709382
1.283116,3,62.074085
1.273815,4,62.549211
1.238469,3,62.933155
1.317259,5,63.518831
1.3073,5,64.096189
1.251185,2,64.369014
-0.714103,7,65.154519
1.230599,9,66.14357
1.20487,4,66.61227
1.095694,13,68.010961
1.217732,5,68.590079
1.212241,4,69.071585
1.332626,6,69.694261
-0.771506,9,70.678878
1.267779,3,71.072064
1.311364,6,71.725493
1.229118,5,72.307379
1.238735,3,72.709467
1.260546,4,73.263412
1.250987,6,73.947406
1.264403,3,74.327014
1.197822,6,75.00559
1.295515,3,75.388039
1.349226,5,75.948838
1.237877,8,76.835835
1.274155,4,77.341673
1.321142,5,77.917017
1.255429,5,78.504814
1.26107,8,79.383148
1.195096,5,79.931332
1.305979,4,80.399818
1.171652,9,81.62674
-0.692141,7,82.404521
1.247858,4,82.841091
1.29244,6,83.504031
0.313709,7,84.240235
1.226414,3,84.621981
1.324442,6,85.279598
1.22152,4,85.761631
1.2388,3,86.139486
1.309887,8,87.048222
-0.82893,5,87.660514
1.278729,4,88.186222
1.297843,9,89.182776
1.251972,4,89.67244
1.286355,3,90.056551
1.248198,6,90.720979
1.307912,3,91.082789
-0.698007,7,91.885571
1.295663,8,92.785288
1.148103,9,93.818845
1.328452,6,94.534755
-0.757153,6,95.240024
-0.762271,11,96.486803
1.352915,5,97.07618
1.300935,7,97.877589
0.309123,8,98.756236
1.285662,6,99.432326
1.226401,4,99.862973
-0.824697,10,100.942495
1.271502,5,101.471081
1.300695,5,102.088706
1.307643,5,102.650447
1.265128,10,103.715779
-0.703581,6,104.394855
1.264163,4,104.873411
-0.713315,8,105.719334
-0.696999,7,106.482937
-0.692952,8,107.345088
1.350105,5,107.931722
1.274891,5,108.512503
1.258199,9,109.488315
1.315945,3,109.856287
1.322778,7,110.649771
1.26062,3,111.018254
1.309073,3,111.450026
1.19972,8,112.354535
1.3015,5,112.937377
-0.703793,7,113.735343
-0.822001,10,114.897538
1.338226,4,115.371413
0.299323,6,116.036139
1.345099,4,116.535774
1.351308,6,117.199927
1.251518,5,117.783818
1.25164,6,118.498934
-1.067608,22,120.727137
1.336957,6,121.388425
1.286888,6,122.066064
1.315426,5,122.647965
1.227828,3,123.045202
1.326842,3,123.407089
1.269888,3,123.769983
1.323084,5,124.320855
1.255497,3,124.702852
1.222187,8,125.559635
1.313067,6,126.236541
1.327351,5,126.837676
1.213056,8,127.734456
1.253252,6,128.438628
1.334563,4,128.950207
1.180452,10,130.10197
1.291367,5,130.736135
1.273697,5,131.374027
1.280225,3,131.745903
1.245814,4,132.23264
1.263179,4,132.747456
1.239193,6,133.495984
1.361236,4,133.976682
1.286386,3,134.352877
1.16886,6,135.05355
1.246913,6,135.697337
1.334494,5,136.262767
1.319034,7,137.042592
-0.752864,9,138.006213
1.31804,4,138.491319
1.33044,6,139.193586
1.308482,6,139.832961
1.261169,5,140.391548
-0.656571,6,141.068801
1.319835,6,141.723743
1.255812,5,142.272277
1.274264,5,142.852976
0.318475,8,143.722115
1.335016,5,144.281131
1.247941,5,144.834043
1.246998,3,145.227791
1.2548,2,145.509866
1.318614,3,145.873534
0.229901,3,146.285168
1.295537,3,146.679357
1.334906,4,147.206176
1.36762,5,147.970447
-0.675741,7,148.95568
