#{"t_start": 1656305370.9630487, "env_id": "IK-WMO-Gazebo-v0"}
r,l,t
-1.432965,25,6.035299
-1.181911,18,7.627037
-2.183089,100,15.86946
-1.486679,24,18.135151
-3.236346,84,25.334909
-1.041876,12,26.45847
-1.436516,20,28.311195
-1.954218,100,36.625036
-2.113381,58,43.528784
-1.006626,1,43.670851
-1.283438,19,45.387223
-0.91898,10,46.295962
-0.95536,3,46.617088
-1.403806,12,47.765888
-1.086094,15,49.155141
-1.4582,45,53.290961
-2.499766,100,64.026513
-1.044742,8,64.859759
-1.593752,31,67.820571
-0.976201,6,68.39713
-1.947636,51,73.631449
-1.71746,42,77.904236
-1.981762,51,82.586538
-1.042043,2,82.845172
-1.437154,28,85.968035
-2.232536,100,95.363868
-2.183381,100,103.898515
-1.655431,38,107.730679
-2.374684,100,116.558133
-1.87727,100,126.141117
-2.297612,70,132.404348
-2.430692,100,140.969715
-2.419096,67,146.820571
-1.636617,37,150.104378
-1.246753,8,150.938761
-2.552923,100,159.600038
-2.264854,100,168.218419
-2.497903,100,178.270096
-2.928166,100,187.572695
-2.827476,100,197.348307
-2.584909,100,206.135827
-2.259897,100,215.047219
-2.05829,100,223.548945
-2.225714,100,232.53913
-2.470914,100,241.226459
-2.35852,100,250.096437
-2.311885,100,258.49818
-3.298464,86,266.158064
