#{"t_start": 1655729076.7699375, "env_id": "REACH-WO-Gazebo-v0"}
r,l,t
29.56211,10,5.00864
27.952153,10,5.475048
26.013008,10,6.01236
27.204222,10,6.48614
23.788908,10,6.920986
25.647089,10,7.322532
23.397971,10,7.725651
21.460299,10,8.211253
26.901565,10,8.655667
34.356633,10,9.122158
23.330686,10,9.687375
25.225924,10,10.28988
27.37851,10,10.786583
24.181354,10,11.243197
28.211859,10,11.69384
28.864545,10,12.134231
24.002561,10,12.671696
27.570172,10,13.094796
26.758659,10,13.502756
21.69843,10,13.984282
27.792823,10,14.508804
26.424458,10,15.077919
23.90121,10,15.567274
32.390384,10,16.050072
27.841783,10,16.496655
25.671181,10,16.953728
30.587077,10,17.479114
29.039771,10,18.165223
26.829302,10,18.559732
31.115256,10,19.062655
28.705479,10,19.477628
23.362795,10,19.940874
26.908797,10,20.459169
24.546364,10,20.981343
29.975753,10,21.540897
30.014693,10,22.074759
32.54359,10,22.583323
25.04809,10,23.073535
24.485743,10,23.616421
32.968232,10,24.207086
25.000021,10,24.734143
24.298627,10,25.231736
29.121568,10,25.674367
23.038573,10,26.097055
26.242294,10,26.674986
27.750865,10,27.164632
28.410818,10,27.58838
27.407889,10,28.109421
25.616513,10,28.567564
24.837776,10,28.998136
28.63614,10,29.513379
25.116778,10,29.938428
20.930142,10,30.391961
29.010946,10,30.844882
27.804833,10,31.313862
29.076828,10,31.96501
26.206661,10,32.605783
24.468923,10,33.159205
31.722914,10,33.643979
26.474794,10,34.090788
26.325619,10,34.625882
27.097197,10,35.071213
29.60176,10,35.685914
25.020383,10,36.22914
34.706805,10,36.7047
36.140611,10,37.176764
32.45664,10,37.688731
33.056935,10,38.164035
33.816226,10,38.581412
28.373676,10,39.069904
26.779774,10,39.592577
27.380555,10,40.070614
33.152101,10,40.615938
28.580228,10,41.161341
21.662657,10,41.709735
29.3368,10,42.294433
29.314693,10,42.801285
27.867447,10,43.398988
32.054017,10,43.89577
22.109244,10,44.359673
28.66802,10,45.019226
30.190287,10,45.58613
24.443375,10,46.21654
28.178153,10,46.728232
24.910242,10,47.226009
29.466056,10,47.66674
25.460182,10,48.202261
24.804772,10,48.700935
29.763061,10,49.282557
23.122122,10,49.727306
24.785318,10,50.285367
26.200778,10,50.770761
34.352589,10,51.225741
28.019248,10,51.695655
25.296319,10,52.140892
26.268617,10,52.635656
27.521842,10,53.22075
25.919341,10,53.642336
28.030068,10,54.137448
23.931939,10,54.545175
30.777201,10,55.08428
28.679555,10,55.502414
30.282296,10,56.199463
27.399105,10,56.675837
33.06105,10,57.17283
27.848796,10,57.609457
22.263671,10,58.06181
33.371466,10,58.684185
34.060533,10,59.269205
30.426816,10,59.762254
35.028211,10,60.208934
30.897268,10,60.693599
29.977095,10,61.206917
28.580208,10,61.659246
35.702649,10,62.116546
27.001075,10,62.657338
33.154026,10,63.0603
29.628875,10,63.580564
23.598178,10,64.410552
27.547068,10,64.961293
29.517646,10,65.47053
28.000352,10,65.952525
27.28185,10,66.387895
26.910999,10,66.870556
24.549607,10,67.342045
25.419489,10,67.830622
28.762187,10,68.296544
35.094369,10,68.889314
27.581734,10,69.36465
31.739148,10,69.974143
23.992443,10,70.484043
28.422482,10,71.034204
29.602637,10,71.570845
35.828669,10,72.119073
23.02315,10,72.617604
20.834477,10,73.085379
26.778111,10,73.646626
23.534112,10,74.120705
28.479366,10,74.667271
27.912592,10,75.156399
25.558454,10,75.580403
30.996763,10,76.062413
23.962839,10,76.535187
23.988971,10,76.932303
24.132751,10,77.327335
27.25945,10,77.832297
29.759548,10,78.363213
27.293549,10,78.918908
26.722087,10,79.550821
27.319604,10,80.062334
26.722504,10,80.555072
26.961128,10,81.014768
25.262644,10,81.632401
27.365321,10,82.182013
29.933355,10,82.71411
27.725176,10,83.193342
26.532498,10,83.69856
25.981695,10,84.181045
28.355062,10,84.70582
34.404502,10,85.237237
24.754239,10,85.763253
26.586138,10,86.18421
22.261902,10,86.597188
27.075038,10,87.070131
25.511377,10,87.625955
26.362089,10,88.081188
23.101721,10,88.490741
25.060789,10,89.009622
32.423762,10,89.59874
30.887338,10,90.246566
