#{"t_start": 1656392367.061505, "env_id": "IK-Gazebo-v0"}
r,l,t
-1.041638,100,6.838739
-1.31735,100,10.940639
-1.095612,100,15.092283
-1.544761,100,19.121468
-1.310177,100,23.118281
-1.010876,100,27.505556
-1.134069,100,31.598941
-0.878029,100,35.765315
-0.928855,100,39.860912
-1.219973,100,43.906289
-1.10651,100,48.099676
-1.059632,100,52.286995
-1.213596,100,56.47805
-1.10551,100,60.517783
0.876359,36,62.04099
-1.347923,100,66.014842
-1.031185,100,69.917205
-1.28551,100,73.783768
-1.056645,100,77.865719
-1.224891,100,81.823347
-1.273327,100,85.79922
-1.412716,100,89.717511
-1.141474,100,93.619524
-1.08088,100,97.572912
-1.018079,100,101.527557
-1.294615,100,105.47713
-1.307415,100,109.397323
-1.223523,100,113.164002
-1.304524,100,117.067029
0.339206,88,120.45471
-1.245775,100,124.327403
-0.894351,100,128.304847
-0.943395,100,132.26564
-1.149498,100,136.119289
-1.295858,100,140.009014
-1.286266,100,143.795082
-1.528891,100,147.645741
-0.917332,100,151.423848
-0.988651,100,155.238973
0.925691,26,156.226519
-1.395505,100,160.120506
-0.905343,100,163.992146
0.299845,91,167.518642
-1.046758,100,171.326363
-1.125585,100,175.103408
-1.073239,100,179.095405
-1.144029,100,182.978281
0.866056,37,184.434869
-1.002838,100,188.217975
-1.201242,100,192.16819
-1.202707,100,196.025238
-1.106629,100,199.945033
-1.120656,100,204.130546
-1.143287,100,207.963789
-1.442559,100,211.934074
-1.075661,100,216.042609
-1.045754,100,219.9581
-0.929897,100,223.994968
-1.036083,100,227.944845
-1.155898,100,231.84327
-1.178351,100,235.85892
-1.247402,100,239.608148
-0.918303,100,243.399954
-1.244093,100,247.286775
-1.030547,100,251.117765
-1.355974,100,254.871269
-1.047893,100,258.661211
-0.998011,100,262.469378
-1.372043,100,266.363039
-1.116638,100,270.245298
-1.25527,100,274.15214
-1.014089,100,278.074841
-1.297529,100,281.853761
-1.083707,100,285.725545
-1.149928,100,289.566108
-0.873454,100,293.399428
-0.887969,100,297.296587
-1.508749,100,301.059859
-1.348657,100,305.593385
0.518685,81,308.780879
-1.232305,100,312.525846
-1.423328,100,316.173581
-0.934579,100,319.992209
-1.178412,100,323.725701
-1.176939,100,327.429125
0.857237,36,328.958508
-1.153614,100,332.62515
-1.202126,100,336.403998
-1.301724,100,340.177123
-0.888961,100,343.943914
-0.998258,100,347.630082
-1.150101,100,351.460173
1.013927,14,352.007183
-1.19597,100,355.811604
-1.085786,100,359.65697
-1.098868,100,363.363949
-1.450735,100,367.031263
-0.991414,100,370.848053
-1.050322,100,374.768139
-0.994026,100,378.464956
