#{"t_start": 1656156982.4159627, "env_id": "IK-WO-Gazebo-v1"}
r,l,t
-2.670572,50,8.862896
-2.480271,100,18.91915
-2.439601,100,27.580066
-1.397556,34,30.747139
-1.216441,7,31.551237
-2.326015,74,38.238795
-1.606914,38,41.934371
-1.85437,19,43.916167
-1.639651,5,44.835299
-1.514164,31,48.830158
-1.817703,25,52.10535
-2.264625,13,53.679773
-2.226663,37,57.804994
-2.169767,15,59.61473
-1.457525,23,62.260653
-1.46515,23,65.01712
-2.836032,90,74.863444
-1.563365,33,78.557336
-1.694961,31,82.298701
-1.341544,22,84.807325
-1.484503,21,87.329806
-1.37793,22,90.098603
