#{"t_start": 1656157479.6768322, "env_id": "IK-WO-Gazebo-v1"}
r,l,t
-2.631902,50,7.369687
-2.326588,100,14.966576
-2.099585,29,17.026646
-2.437122,74,22.294019
-1.983993,27,24.250708
-1.544906,20,25.686042
-2.564263,100,32.657779
-0.955964,1,32.757541
-2.204756,18,34.069593
-0.922988,3,34.311311
-0.941676,3,34.549636
-2.12673,66,39.463236
-1.023343,3,39.739211
-1.820242,30,41.8981
-1.068973,9,42.559651
-1.865931,58,46.750188
-1.148875,12,47.672259
-2.857975,80,53.578236
-0.854724,2,53.782758
-1.018989,6,54.265846
-1.594639,26,56.257982
-1.172022,4,56.657186
-0.875348,3,56.915174
-1.365177,24,58.875203
-2.012475,38,61.834491
-2.280249,57,65.883046
-1.361854,29,68.085472
-2.423138,53,71.994838
-1.309732,7,72.755218
-1.200625,9,73.513876
-1.378167,7,74.130309
-1.358731,14,75.17905
-2.188168,45,78.317616
-2.668141,96,84.968465
-1.216703,8,85.561198
-2.733887,100,92.525514
-2.328248,56,96.423347
-0.914293,4,96.748784
-1.476547,8,97.434183
-1.450081,23,99.014593
-2.10668,53,102.657423
-0.953041,6,103.095965
-2.223656,53,106.923573
-2.612006,100,114.12356
-2.604475,63,118.646787
-1.33951,11,119.410765
-2.546684,100,126.294816
-2.657298,73,131.303888
-2.219137,56,135.084134
-2.362533,78,140.485578
-2.576768,100,147.864464
-2.069665,36,150.424726
-2.658077,100,157.581514
-2.673136,100,164.690508
-2.476578,100,171.550825
-1.184807,18,172.896124
-1.921575,29,174.919945
-2.820664,100,181.697281
-2.971357,100,188.81826
-2.433124,100,195.721882
-2.563631,100,202.380651
-2.620305,100,209.31956
-2.882644,100,216.518406
-2.701211,100,223.413996
-2.83898,100,230.380366
-2.714652,100,237.507952
-2.821515,100,244.685694
-2.171164,52,248.363645
-2.148634,100,255.287739
-2.725988,100,262.078766
-2.525284,100,268.855993
-2.848593,100,275.605622
-2.358701,60,279.768171
-2.528796,100,286.578332
-2.858126,100,293.331625
-2.522041,100,300.197312
-1.880967,35,302.719914
-2.526249,100,309.693049
-2.834883,100,316.558719
-2.988899,86,322.768286
-3.049007,100,329.50046
-2.661561,100,336.282506
-2.555268,100,343.414685
-2.196637,100,350.281363
-2.625065,100,357.345865
-2.811563,100,364.038054
-2.351965,100,370.782137
-2.495138,100,377.78002
-2.763892,98,384.637972
-2.740364,100,391.392649
-2.758889,100,398.127442
-2.448759,70,402.981294
-2.718372,100,409.767303
-2.847379,100,416.625121
-2.623355,100,423.581856
-2.600959,100,430.421369
-2.628632,100,437.207967
-2.562084,100,444.117808
-2.483302,100,450.841529
-2.58312,100,457.59542
-2.625071,100,464.475991
-2.340838,100,471.371781
-2.642214,100,478.174656
-2.343311,100,485.237998
-2.444589,100,491.970433
-2.612306,100,498.831649
-2.520837,100,505.572108
-2.519242,100,512.854492
-2.537193,100,519.435213
-2.310251,100,526.051287
-2.104843,100,532.909627
-2.370462,100,539.717962
-2.419889,100,546.350385
-1.692663,42,549.369099
-3.125641,99,556.23467
