#{"t_start": 1656305667.3622417, "env_id": "IK-WMO-Gazebo-v0"}
r,l,t
-1.020756,7,4.365397
-1.200344,10,5.507138
-0.983809,13,6.810625
-1.128072,7,7.512737
-1.275864,12,8.600633
-1.751978,36,11.90244
-0.993826,1,12.041478
-1.320466,19,13.738759
-1.53617,27,16.079224
-1.162447,9,16.902476
-1.228859,5,17.427666
-1.279637,8,18.215555
-1.916305,50,22.651477
-1.399739,25,24.927583
-0.984182,2,25.186376
-1.127613,10,26.161338
-2.94776,94,34.325619
-2.059511,100,42.914449
-1.391973,23,45.091567
-1.140303,7,45.801583
-1.12299,10,46.874317
-2.929821,57,51.839961
-2.253975,54,56.667711
-1.06847,4,57.123108
