#{"t_start": 1655729211.3611634, "env_id": "IK-Gazebo-v0"}
r,l,t
-1.064707,100,6.502178
-0.996924,100,9.847556
-1.05292,100,13.322544
-1.004831,100,16.762914
-1.015573,100,20.098114
-0.992374,100,23.564597
-1.009156,100,27.01986
-0.987314,100,30.358082
-1.007707,100,33.884784
-0.950186,100,37.332619
-1.077902,100,41.237973
-1.017727,100,44.671563
-0.980923,100,48.59948
-1.028477,100,52.222202
-1.079386,100,55.686046
-1.074522,100,59.402148
-0.973827,100,62.979048
-1.090602,100,66.621177
-1.137208,100,70.165173
